SMA_5,SMA_10,SMA_20,SMA_50,EMA_5,EMA_10,EMA_20,EMA_50,RSI,STOCH_K,STOCH_D,MACD,MACD_Signal,MACD_Hist,ADX,CCI,WILLR,ULTOSC,ROC,ATR,NATR,TRANGE,BB_Upper,BB_Middle,BB_Lower,MOM,PPO,APO,AROON_Up,AROON_Down,AROONOSC,BOP,Price_Change,High_Low_Ratio,Close_Open_Ratio,Free_Cash_Flow,Operating_Cash_Flow,Investing_Cash_Flow,Financing_Cash_Flow,Beginning_Cash_Position,End_Cash_Position,Changes_In_Cash,Cash_And_Cash_Equivalents,Net_Income,Pretax_Income,Total_Revenue,Operating_Revenue,Normalized_Income,Net_Income_Common_Stockholders,Net_Income_From_Continuing_Operations,Net_Income_From_Continuing_And_Discontinued_Operation,Net_Income_Including_Noncontrolling_Interests,Net_Income_Continuous_Operations,Diluted_NI_Availto_Com_Stockholders,Net_Income_From_Continuing_Operation_Net_Minority_Interest,Basic_EPS,Diluted_EPS,Diluted_Average_Shares,Basic_Average_Shares,Share_Issued,Ordinary_Shares_Number,Capital_Stock,Common_Stock,Total_Assets,Total_Liabilities_Net_Minority_Interest,Total_Equity_Gross_Minority_Interest,Common_Stock_Equity,Stockholders_Equity,Total_Capitalization,Invested_Capital,Net_Tangible_Assets,Tangible_Book_Value,Total_Debt,Long_Term_Debt_And_Capital_Lease_Obligation,Tax_Rate_For_Calcs,Tax_Effect_Of_Unusual_Items,Close,Date,Sector_basic-materials,Sector_communication-services,Sector_consumer-cyclical,Sector_consumer-defensive,Sector_energy,Sector_financial-services,Sector_healthcare,Sector_industrials,Sector_real-estate,Sector_technology,Sector_utilities,Target_3M_Return,Target_Direction
153.677392578125,154.90049438476564,154.72088699340821,151.6609457397461,153.677392578125,154.90049438476564,154.72088699340821,151.6609457397461,66.97937585738408,70.03418469419135,76.33636767103523,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,0.45842358817278495,3.494577343202122,2.1789418124032873,2.498912382039748,154.91056463298509,153.677392578125,152.4442205232649,0.70281982421875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,-0.1454580764188999,0.49267177744244073,1.0141206476582116,0.9979666583156034,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,153.31231689453125,2021-11-01,0,0,0,0,0,0,1,0,0,0,0,-15.787616710903315,0
153.677392578125,154.90049438476564,154.72088699340821,151.6609457397461,153.677392578125,154.90049438476564,154.72088699340821,151.6609457397461,66.97937585738408,70.03418469419135,76.33636767103523,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,0.45842358817278495,3.494577343202122,2.1789418124032873,2.498912382039748,154.91056463298509,153.677392578125,152.4442205232649,0.70281982421875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,0.11718880385285241,0.005030019479518977,1.0164693612865758,1.0019041767435528,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,154.08348083496094,2021-11-02,0,0,0,0,0,0,1,0,0,0,0,-13.056358106023808,0
153.677392578125,154.90049438476564,154.72088699340821,151.6609457397461,153.677392578125,154.90049438476564,154.72088699340821,151.6609457397461,66.97937585738408,70.03418469419135,76.33636767103523,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,0.45842358817278495,3.494577343202122,2.1789418124032873,3.631221567256972,154.91056463298509,153.677392578125,152.4442205232649,0.70281982421875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,0.045698604964042676,0.002217168423695126,1.0240666739059616,1.0010757335332434,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,154.42510986328125,2021-11-03,0,0,0,0,0,0,1,0,0,0,0,-11.818253500551954,0
153.677392578125,154.90049438476564,154.72088699340821,151.6609457397461,153.677392578125,154.90049438476564,154.72088699340821,151.6609457397461,66.97937585738408,70.03418469419135,76.33636767103523,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,0.45842358817278495,3.494577343202122,2.1789418124032873,2.508668461597779,154.91056463298509,153.677392578125,152.4442205232649,0.70281982421875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,-0.08171492694164152,-0.00347654105508044,1.0164363779444725,0.9986696648102419,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,153.88824462890625,2021-11-04,0,0,0,0,0,0,1,0,0,0,0,-10.424512306127184,0
153.677392578125,154.90049438476564,154.72088699340821,151.6609457397461,153.677392578125,154.90049438476564,154.72088699340821,151.6609457397461,66.97937585738408,70.03418469419135,76.33636767103523,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,0.45842358817278495,3.494577343202122,2.1789418124032873,5.095475514870969,154.91056463298509,153.677392578125,152.4442205232649,0.70281982421875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,-0.036530475739249585,-0.0078656687707358,1.0287345344962968,0.9989780695240178,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,152.6778106689453,2021-11-05,0,0,0,0,0,0,1,0,0,0,0,-7.659356341308067,0
154.43487548828125,154.90049438476564,154.72088699340821,151.6609457397461,154.81817220052082,154.90049438476564,154.72088699340821,151.6609457397461,66.97937585738408,70.03418469419135,76.33636767103523,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,0.45842358817278495,3.494577343202122,2.1789418124032873,4.6269015188683795,157.34844552070595,154.43487548828125,151.52130545585655,0.70281982421875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,0.8565239745907514,0.028962432438564,1.0293835244653795,1.0250955569516322,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,157.0997314453125,2021-11-08,0,0,0,0,0,0,1,0,0,0,0,-11.782806549693426,0
154.81751708984376,154.90049438476564,154.72088699340821,151.6609457397461,155.2110110812717,154.90049438476564,154.72088699340821,151.6609457397461,66.97937585738408,70.03418469419135,76.33636767103523,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,0.45842358817278495,3.494577343202122,2.1789418124032873,2.6453269522727965,157.9409540036226,154.81751708984376,151.69408017606492,0.70281982421875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,-0.4169772862918187,-0.007021288912406831,1.016988411374723,0.9929787196118386,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,155.99668884277344,2021-11-09,0,0,0,0,0,0,1,0,0,0,0,-11.57881053062685,0
155.0283630371094,154.90049438476564,154.72088699340821,151.6609457397461,155.3004539207176,154.90049438476564,154.72088699340821,151.6609457397461,66.97937585738408,70.03418469419135,76.33636767103523,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,0.45842358817278495,3.494577343202122,2.1789418124032873,3.8264611452176496,158.159697350597,155.0283630371094,151.89702872362176,0.70281982421875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,0.017855127072295435,-0.0033164116943885658,1.0251185328096235,1.000439621019271,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,155.47933959960938,2021-11-10,0,0,0,0,0,0,1,0,0,0,0,-11.756098978025797,0
155.25092468261718,154.90049438476564,154.72088699340821,151.6609457397461,155.20065356596015,154.90049438476564,154.72088699340821,151.6609457397461,66.97937585738408,70.03418469419135,76.33636767103523,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,0.45842358817278495,3.494577343202122,2.1789418124032873,3.035791859503661,158.1780086458192,155.25092468261718,152.32384071941516,0.70281982421875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,-0.47910135072147597,-0.0030762077096272433,1.019692273504604,0.9907037340621909,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,155.0010528564453,2021-11-11,0,0,0,0,0,0,1,0,0,0,0,-11.206342809108234,0
156.12359619140625,154.90049438476564,154.72088699340821,151.6609457397461,155.81415844827032,154.90049438476564,154.72088699340821,151.6609457397461,66.97937585738408,70.97216849084414,73.97946207430574,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,0.45842358817278495,3.494577343202122,2.1789418124032873,3.2700550708060803,157.79357918978982,156.12359619140625,154.45361319302268,0.70281982421875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,0.3432872531827119,0.013161945153590482,1.0212414602885944,1.0071997069181362,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,157.04116821289062,2021-11-12,0,0,0,0,0,0,1,0,0,0,0,-10.100555293751851,0
155.50667724609374,154.9707763671875,154.72088699340821,151.6609457397461,155.2144845384302,154.7395202636719,154.72088699340821,151.6609457397461,66.97937585738408,56.816902971386185,65.9410853854739,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,0.45842358817278495,3.494577343202122,2.1789418124032873,4.714750907066872,157.52179419696094,155.50667724609374,153.49156029522655,0.70281982421875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,-0.7184264814130316,-0.01926903326418472,1.0306666782924108,0.9784806125847869,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,154.01513671875,2021-11-15,0,0,0,0,0,0,1,0,0,0,0,-10.098492738322824,0
155.8151428222656,155.3163299560547,154.72088699340821,151.6609457397461,155.9893286001644,155.24851962002842,154.72088699340821,151.6609457397461,66.97937585738408,60.78454699947474,62.85787282056835,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,2.242638776036676,3.494577343202122,2.1789418124032873,5.895870914636959,158.4213519828342,155.8151428222656,153.20893366169702,3.455535888671875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,0.7185432387573668,0.022880088801387366,1.0384810972717624,1.0276344874470351,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,157.5390167236328,2021-11-16,0,0,0,0,0,0,1,0,0,0,0,-14.876569534708633,0
156.25635681152343,155.6423599243164,154.72088699340821,151.6609457397461,156.5546889154091,155.69159051564114,154.72088699340821,151.6609457397461,66.97937585738408,60.02027015480234,59.20724004188775,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,2.1112497090037152,3.494577343202122,2.1789418124032873,1.9718039756462815,159.20961841556488,156.25635681152343,153.303095207482,3.2602996826171875,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,-0.18812083122456014,0.0009292480384235358,1.0126329227615147,0.9976531318730869,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,157.68540954589844,2021-11-17,0,0,0,0,0,0,1,0,0,0,0,-16.189118499379383,0
156.91427001953124,156.0825973510742,154.72088699340821,151.6609457397461,157.1333322424342,156.1641411303399,154.72088699340821,151.6609457397461,66.97937585738408,79.57360273698983,66.7928066304223,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,126.06829187201694,-7.947228643167617,50.09234127878366,2.860760598182299,3.494577343202122,2.1789418124032873,2.362268220048037,159.9209795687486,156.91427001953124,153.90756047031388,4.402374267578125,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,-0.152889695960857,0.0038380808492606278,1.015087366083668,0.9977235272259497,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,158.29061889648438,2021-11-18,0,0,0,0,0,0,1,0,0,0,0,-16.07731603682917,0
157.58194885253906,156.85277252197267,154.72088699340821,151.6609457397461,158.21540895426602,156.93058135717442,154.72088699340821,151.6609457397461,66.97937585738408,84.1416826337915,74.57851850852789,-1.8426541517702617,-2.030415267560651,0.18776111579038934,15.450500943202988,184.74308331841527,-6.0917895803870055,50.09234127878366,5.04444730720186,3.494577343202122,2.1789418124032873,2.840574314997525,161.68692639198062,157.58194885253906,153.4769713130975,7.701751708984375,-1.8949975689382417,-2.899003933637573,28.571428571428573,100.0,71.42857142857143,0.5375015099785652,0.013196887446699446,1.0147538524761084,1.007913677617281,1297000000.0,1485000000.0,-749000000.0,-696000000.0,1447000000.0,1490000000.0,40000000.0,1484000000.0,1210000000.0,1360000000.0,6319000000.0,6319000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,3.98,3.94,307000000.0,304000000.0,302000000.0,302000000.0,3000000.0,3000000.0,10705000000.0,5316000000.0,5389000000.0,5389000000.0,5389000000.0,8118000000.0,8118000000.0,433000000.0,433000000.0,2729000000.0,2729000000.0,0.11,0.0,160.3795623779297,2021-11-19,0,0,0,0,0,0,1,0,0,0,0,-17.63359682835528,0
